Farm_ID,Update_Step,Previous_DAP,Current_DAP,Actual_Yield_t_ha,Previous_Prediction_t_ha,Updated_Prediction_t_ha,Delta_t_ha,Delta_pct,Abs_Error_Before_t_ha,Abs_Error_After_t_ha,Error_Change_t_ha,Error_Reduced
F0529,1,3,8,8.0,9.51677792498461,9.189008548075755,-0.3277693769088543,-3.4441213138782407,1.5167779249846092,1.1890085480757548,-0.3277693769088543,True
F0529,2,8,38,8.0,9.189008548075755,10.820542566836064,1.6315340187603091,17.755278061004354,1.1890085480757548,2.820542566836064,1.6315340187603091,False
F0529,3,38,42,8.0,10.820542566836064,12.018618229059086,1.1980756622230224,11.072232790756821,2.820542566836064,4.018618229059086,1.1980756622230224,False
F0529,4,42,66,8.0,12.018618229059086,9.695289861981312,-2.3233283670777745,-19.331077190390655,4.018618229059086,1.695289861981312,-2.3233283670777745,True
F0529,5,66,83,8.0,9.695289861981312,11.37785563675247,1.6825657747711578,17.354465918230026,1.695289861981312,3.3778556367524697,1.6825657747711578,False
F0529,6,83,84,8.0,11.37785563675247,12.098097972187196,0.720242335434726,6.330211583175805,3.3778556367524697,4.098097972187196,0.720242335434726,False
F0529,7,84,122,8.0,12.098097972187196,12.717391438649262,0.6192934664620662,5.118932479186272,4.098097972187196,4.717391438649262,0.6192934664620662,False
F0529,8,122,183,8.0,12.717391438649262,13.795606074151197,1.0782146355019346,8.478268839198787,4.717391438649262,5.7956060741511966,1.0782146355019346,False
F0529,9,183,227,8.0,13.795606074151197,14.706326518905572,0.9107204447543751,6.601525441211245,5.7956060741511966,6.706326518905572,0.9107204447543751,False
F0529,10,227,264,8.0,14.706326518905572,18.434889825210448,3.728563306304876,25.35346472493766,6.706326518905572,10.434889825210448,3.728563306304876,False
F0529,11,264,297,8.0,18.434889825210448,17.925715173528186,-0.5091746516822617,-2.7620162447943954,10.434889825210448,9.925715173528186,-0.5091746516822617,True
F0560,1,57,220,10.73,10.33676291853122,15.712552623143509,5.3757897046122896,52.00651061634439,0.3932370814687811,4.982552623143508,4.589315541674727,False
F0560,2,220,232,10.73,15.712552623143509,16.563676612674534,0.8511239895310254,5.416840980232443,4.982552623143508,5.833676612674534,0.8511239895310254,False
F0560,3,232,287,10.73,16.563676612674534,16.733835791890844,0.1701591792163093,1.0273031959951657,5.833676612674534,6.003835791890843,0.1701591792163093,False
F0560,4,287,292,10.73,16.733835791890844,17.67070157608706,0.9368657841962147,5.598631394782878,6.003835791890843,6.940701576087058,0.9368657841962147,False
F0868,1,7,24,7.48,8.07637851749535,11.157898261093175,3.081519743597825,38.15472166048834,0.5963785174953493,3.6778982610931745,3.081519743597825,False
F0868,2,24,50,7.48,11.157898261093175,11.356471628688983,0.19857336759580768,1.7796664116235885,3.6778982610931745,3.876471628688982,0.19857336759580768,False
F0868,3,50,64,7.48,11.356471628688983,12.272072945845515,0.9156013171565327,8.062374891542188,3.876471628688982,4.792072945845515,0.9156013171565327,False
F0868,4,64,112,7.48,12.272072945845515,10.682705004283083,-1.5893679415624327,-12.951095944230708,4.792072945845515,3.2027050042830822,-1.5893679415624327,True
F0868,5,112,187,7.48,10.682705004283083,14.488004038609397,3.805299034326314,35.62111874099895,3.2027050042830822,7.008004038609396,3.805299034326314,False
F0868,6,187,225,7.48,14.488004038609397,12.194345912324124,-2.2936581262852727,-15.831429368551067,7.008004038609396,4.714345912324124,-2.2936581262852727,True
F0868,7,225,244,7.48,12.194345912324124,15.579683244683816,3.3853373323596916,27.76153273574375,4.714345912324124,8.099683244683815,3.3853373323596916,False
F0356,1,8,26,10.47,10.103942200781669,11.001940649484485,0.8979984487028165,8.887604767111048,0.36605779921833204,0.5319406494844845,0.16588285026615246,False
F0356,2,26,36,10.47,11.001940649484485,10.778131985109939,-0.2238086643745465,-2.034265331044423,0.5319406494844845,0.308131985109938,-0.2238086643745465,True
F0356,3,36,61,10.47,10.778131985109939,11.010336672070226,0.23220468696028718,2.1544056732751047,0.308131985109938,0.5403366720702252,0.23220468696028718,False
F0356,4,61,67,10.47,11.010336672070226,10.261204588219107,-0.7491320838511193,-6.803898065637108,0.5403366720702252,0.2087954117808941,-0.33154126028933106,True
F0356,5,67,74,10.47,10.261204588219107,9.98520596194137,-0.27599862627773675,-2.6897292993710593,0.2087954117808941,0.48479403805863086,0.27599862627773675,False
F0356,6,74,86,10.47,9.98520596194137,13.248914889558176,3.263708927616806,32.68544424678307,0.48479403805863086,2.778914889558175,2.294120851499544,False
F0356,7,86,104,10.47,13.248914889558176,11.676469478932917,-1.5724454106252583,-11.868484504074704,2.778914889558175,1.2064694789329167,-1.5724454106252583,True
F0356,8,104,105,10.47,11.676469478932917,10.922214059983677,-0.7542554189492403,-6.4596188112347965,1.2064694789329167,0.45221405998367636,-0.7542554189492403,True
F0356,9,105,114,10.47,10.922214059983677,12.18492591961487,1.2627118596311924,11.560951403227483,0.45221405998367636,1.7149259196148687,1.2627118596311924,False
F0356,10,114,140,10.47,12.18492591961487,12.969727336745708,0.7848014171308382,6.440756573394444,1.7149259196148687,2.499727336745707,0.7848014171308382,False
F0356,11,140,197,10.47,12.969727336745708,16.318757615276706,3.349030278530998,25.821901968922333,2.499727336745707,5.848757615276705,3.349030278530998,False
F0356,12,197,216,10.47,16.318757615276706,14.348104871197613,-1.9706527440790929,-12.075997392315443,5.848757615276705,3.8781048711976123,-1.9706527440790929,True
F0356,13,216,217,10.47,14.348104871197613,15.086387057437602,0.7382821862399886,5.145503136947489,3.8781048711976123,4.616387057437601,0.7382821862399886,False
F0356,14,217,227,10.47,15.086387057437602,13.027695431747823,-2.0586916256897787,-13.646021528228273,4.616387057437601,2.557695431747822,-2.0586916256897787,True
F0698,1,1,46,7.85,9.273772044941932,12.277432934750125,3.0036608898081933,32.38877206871221,1.4237720449419324,4.427432934750126,3.0036608898081933,False
F0698,2,46,63,7.85,12.277432934750125,10.428716184146126,-1.8487167506039999,-15.057844424231225,4.427432934750126,2.578716184146126,-1.8487167506039999,True
F0698,3,63,88,7.85,10.428716184146126,12.658470746334505,2.229754562188379,21.3809113491657,2.578716184146126,4.808470746334505,2.229754562188379,False
F0698,4,88,210,7.85,12.658470746334505,16.910352177209973,4.251881430875468,33.58921876172664,4.808470746334505,9.060352177209973,4.251881430875468,False
F0698,5,210,222,7.85,16.910352177209973,14.146560980519837,-2.7637911966901356,-16.34378259971953,9.060352177209973,6.296560980519837,-2.7637911966901356,True
F0742,1,55,96,10.86,11.119720556216844,13.858208596795537,2.7384880405786927,24.627309892672177,0.25972055621684476,2.9982085967955374,2.7384880405786927,False
F0742,2,96,117,10.86,13.858208596795537,11.662814491260596,-2.195394105534941,-15.841831865935305,2.9982085967955374,0.8028144912605963,-2.195394105534941,True
F0742,3,117,134,10.86,11.662814491260596,15.721747505683988,4.058933014423392,34.802345672778294,0.8028144912605963,4.861747505683988,4.058933014423392,False
F0742,4,134,136,10.86,15.721747505683988,12.215074126351226,-3.506673379332762,-22.304603086043524,4.861747505683988,1.3550741263512265,-3.506673379332762,True
F0742,5,136,146,10.86,12.215074126351226,12.461981681944659,0.2469075555934328,2.0213348935868205,1.3550741263512265,1.6019816819446593,0.2469075555934328,False
F0742,6,146,147,10.86,12.461981681944659,13.037148430638531,0.5751667486938725,4.61537148242798,1.6019816819446593,2.177148430638532,0.5751667486938725,False
F0742,7,147,185,10.86,13.037148430638531,14.00012596273793,0.9629775320993996,7.386412275834118,2.177148430638532,3.1401259627379314,0.9629775320993996,False
F0742,8,185,211,10.86,14.00012596273793,17.023653777839264,3.0235278151013336,21.596432940307906,3.1401259627379314,6.163653777839265,3.0235278151013336,False
F0742,9,211,267,10.86,17.023653777839264,16.94940558050945,-0.07424819732981547,-0.43614724722884646,6.163653777839265,6.08940558050945,-0.07424819732981547,True
F0742,10,267,281,10.86,16.94940558050945,16.917583500097518,-0.03182208041193135,-0.18774747150144527,6.08940558050945,6.057583500097518,-0.03182208041193135,True
F0089,1,33,43,12.93,12.632348228893262,9.834776159420382,-2.7975720694728796,-22.146096820495732,0.2976517711067377,3.0952238405796173,2.7975720694728796,False
F0089,2,43,58,12.93,9.834776159420382,10.591519891189256,0.7567437317688732,7.69456995769055,3.0952238405796173,2.338480108810744,-0.7567437317688732,True
F0089,3,58,61,12.93,10.591519891189256,11.405347128520972,0.8138272373317168,7.68376253542906,2.338480108810744,1.5246528714790273,-0.8138272373317168,True
F0089,4,61,69,12.93,11.405347128520972,11.1908245194084,-0.21452260911257248,-1.8808950459396623,1.5246528714790273,1.7391754805915998,0.21452260911257248,False
F0089,5,69,149,12.93,11.1908245194084,14.31896203732882,3.12813751792042,27.952699217964224,1.7391754805915998,1.3889620373288203,-0.3502134432627795,True
F0089,6,149,171,12.93,14.31896203732882,14.986326698640099,0.6673646613112787,4.660705570498004,1.3889620373288203,2.056326698640099,0.6673646613112787,False
F0089,7,171,198,12.93,14.986326698640099,12.655416696592383,-2.330910002047716,-15.553577930869672,2.056326698640099,0.27458330340761705,-1.781743395232482,True
F0089,8,198,202,12.93,12.655416696592383,15.111116650837767,2.455699954245384,19.404338972944366,0.27458330340761705,2.181116650837767,1.90653334743015,False
F0089,9,202,233,12.93,15.111116650837767,15.264176714872313,0.15306006403454653,1.0128971112539247,2.181116650837767,2.3341767148723136,0.15306006403454653,False
F0089,10,233,251,12.93,15.264176714872313,16.39165468922497,1.127477974352658,7.386431613138524,2.3341767148723136,3.4616546892249715,1.127477974352658,False
F0089,11,251,266,12.93,16.39165468922497,18.224568528150318,1.8329138389253465,11.181993969957222,3.4616546892249715,5.294568528150318,1.8329138389253465,False
F0089,12,266,288,12.93,18.224568528150318,19.791379065500692,1.5668105373503742,8.597243522831405,5.294568528150318,6.861379065500692,1.5668105373503742,False
F0579,1,196,232,12.21,13.966028105739056,17.35724429566549,3.3912161899264355,24.281894352861023,1.7560281057390554,5.147244295665491,3.3912161899264355,False
F0579,2,232,255,12.21,17.35724429566549,18.15593369977249,0.7986894041069981,4.6014758477902475,5.147244295665491,5.945933699772489,0.7986894041069981,False
F0579,3,255,259,12.21,18.15593369977249,18.153599063274292,-0.00233463649819754,-0.012858807136020743,5.945933699772489,5.943599063274291,-0.00233463649819754,True
